,Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases,Frequency of Purchases (Numeric),CLV
698,699,55,Male,Boots,Footwear,41.0,Iowa,M,Yellow,Winter,3.8,Yes,Standard,Yes,Yes,40.0,Debit Card,Weekly,52.0,2132.0
699,700,50,Male,Handbag,Accessories,46.0,Connecticut,M,Charcoal,Fall,2.6,Yes,2-Day Shipping,Yes,Yes,5.0,PayPal,Weekly,52.0,2392.0
700,701,57,Male,Pants,Clothing,79.0,Wisconsin,L,Olive,Winter,4.1,Yes,Standard,Yes,Yes,5.0,PayPal,Monthly,25.826981246218995,2040.3315184513006
701,702,51,Male,Boots,Footwear,90.0,Idaho,L,Red,Fall,3.3,Yes,Next Day Air,Yes,Yes,5.0,Debit Card,Every 3 Months,25.826981246218995,2324.4283121597095
702,703,18,Male,Shirt,Clothing,71.0,Montana,M,White,Winter,3.4,Yes,Store Pickup,Yes,Yes,1.0,Cash,Weekly,52.0,3692.0
703,704,63,Male,Dress,Clothing,87.0,Connecticut,L,Pink,Summer,3.0,Yes,Standard,Yes,Yes,21.0,Venmo,Weekly,52.0,4524.0
704,705,34,Male,Hoodie,Clothing,66.0,Idaho,S,Black,Spring,3.2,Yes,Express,Yes,Yes,18.0,PayPal,Annually,1.0,66.0
705,706,25,Male,Pants,Clothing,90.0,Arkansas,XL,Indigo,Summer,4.5,Yes,Free Shipping,Yes,Yes,49.0,Cash,Quarterly,25.826981246218995,2324.4283121597095
706,707,46,Male,Jeans,Clothing,47.0,Iowa,L,Turquoise,Summer,4.8,Yes,Express,Yes,Yes,27.0,Debit Card,Weekly,52.0,2444.0
707,708,59,Male,Shirt,Clothing,38.0,Louisiana,L,Purple,Spring,3.7,Yes,Next Day Air,Yes,Yes,21.0,Venmo,Annually,1.0,38.0
708,709,37,Male,Backpack,Accessories,50.0,Kentucky,L,Beige,Summer,3.4,Yes,Store Pickup,Yes,Yes,19.0,Cash,Fortnightly,26.0,1300.0
709,710,49,Male,Jacket,Outerwear,79.0,Massachusetts,L,Charcoal,Summer,4.6,Yes,Standard,Yes,Yes,23.0,Debit Card,Monthly,25.826981246218995,2040.3315184513006
710,711,22,Male,Scarf,Accessories,91.0,Virginia,L,Turquoise,Spring,4.1,Yes,Standard,Yes,Yes,26.0,PayPal,Fortnightly,26.0,2366.0
711,712,64,Male,Boots,Footwear,60.0,New Hampshire,M,Maroon,Spring,3.5,Yes,2-Day Shipping,Yes,Yes,13.0,Bank Transfer,Bi-Weekly,25.826981246218995,1549.6188747731396
713,714,37,Male,Hoodie,Clothing,90.0,Oregon,M,Lavender,Summer,2.6,Yes,Express,Yes,Yes,39.0,Bank Transfer,Bi-Weekly,25.826981246218995,2324.4283121597095
714,715,26,Male,Jacket,Outerwear,70.0,South Dakota,M,Magenta,Fall,4.4,Yes,Store Pickup,Yes,Yes,40.0,Debit Card,Fortnightly,26.0,1820.0
715,716,33,Male,Jeans,Clothing,63.0,Delaware,L,Green,Spring,2.6,Yes,Express,Yes,Yes,37.0,Debit Card,Quarterly,25.826981246218995,1627.0998185117967
716,717,30,Male,Jewelry,Accessories,29.0,Missouri,M,Olive,Spring,3.6,Yes,Express,Yes,Yes,9.0,Venmo,Bi-Weekly,25.826981246218995,748.9824561403509
717,718,21,Male,Socks,Clothing,90.0,Alaska,L,Green,Spring,4.2,Yes,Express,Yes,Yes,7.0,Venmo,Every 3 Months,25.826981246218995,2324.4283121597095
718,719,22,Male,Shirt,Clothing,22.0,Florida,M,Peach,Summer,4.6,Yes,Standard,Yes,Yes,25.0,Bank Transfer,Annually,1.0,22.0
719,720,63,Male,Shorts,Clothing,22.0,Mississippi,L,Turquoise,Summer,3.3,Yes,Next Day Air,Yes,Yes,42.0,Venmo,Bi-Weekly,25.826981246218995,568.1935874168179
720,721,33,Male,Jewelry,Accessories,62.0,New Mexico,L,Orange,Fall,3.4,Yes,Free Shipping,Yes,Yes,19.0,Debit Card,Weekly,52.0,3224.0
722,723,27,Male,Sweater,Clothing,32.0,Wyoming,S,Blue,Summer,4.3,Yes,Store Pickup,Yes,Yes,50.0,Cash,Bi-Weekly,25.826981246218995,826.4633998790079
723,724,35,Male,Jewelry,Accessories,53.0,Missouri,L,Cyan,Fall,3.5,Yes,Express,Yes,Yes,43.0,PayPal,Monthly,25.826981246218995,1368.8300060496067
724,725,37,Male,T-shirt,Clothing,79.0,New Hampshire,XL,Green,Fall,4.7,Yes,Store Pickup,Yes,Yes,36.0,Venmo,Every 3 Months,25.826981246218995,2040.3315184513006
725,726,61,Male,Hat,Accessories,61.0,Texas,L,Silver,Winter,3.1,Yes,Standard,Yes,Yes,33.0,Debit Card,Fortnightly,26.0,1586.0
726,727,32,Male,Shorts,Clothing,78.0,North Dakota,L,Yellow,Summer,3.6,Yes,Next Day Air,Yes,Yes,20.0,Bank Transfer,Every 3 Months,25.826981246218995,2014.5045372050815
727,728,62,Male,Sweater,Clothing,97.0,Arkansas,S,Gray,Winter,4.8,Yes,Next Day Air,Yes,Yes,37.0,Venmo,Every 3 Months,25.826981246218995,2505.2171808832427
728,729,29,Male,Jeans,Clothing,78.0,Nebraska,M,Pink,Winter,3.7,Yes,Next Day Air,Yes,Yes,12.0,PayPal,Every 3 Months,25.826981246218995,2014.5045372050815
729,730,41,Male,Sunglasses,Accessories,56.0,Minnesota,L,Beige,Summer,3.2,Yes,Express,Yes,Yes,46.0,PayPal,Every 3 Months,25.826981246218995,1446.3109497882638
730,731,48,Male,Boots,Footwear,25.0,Massachusetts,M,Indigo,Summer,3.9,Yes,Standard,Yes,Yes,28.0,Venmo,Fortnightly,26.0,650.0
731,732,43,Male,Coat,Outerwear,28.0,Arkansas,M,Red,Spring,3.5,Yes,Free Shipping,Yes,Yes,30.0,PayPal,Fortnightly,26.0,728.0
732,733,34,Male,Shirt,Clothing,57.0,New Hampshire,L,Blue,Spring,2.8,Yes,Express,Yes,Yes,28.0,Cash,Bi-Weekly,25.826981246218995,1472.1379310344828
733,734,45,Male,Dress,Clothing,36.0,Rhode Island,L,Cyan,Fall,2.7,Yes,2-Day Shipping,Yes,Yes,20.0,Debit Card,Bi-Weekly,25.826981246218995,929.7713248638838
734,735,65,Male,Shirt,Clothing,69.0,New Jersey,S,Violet,Winter,3.1,Yes,Express,Yes,Yes,39.0,Bank Transfer,Every 3 Months,25.826981246218995,1782.0617059891106
735,736,61,Male,Sunglasses,Accessories,48.0,Montana,M,Orange,Fall,3.6,Yes,2-Day Shipping,Yes,Yes,48.0,Cash,Bi-Weekly,25.826981246218995,1239.6950998185118
736,737,18,Male,Dress,Clothing,58.0,Colorado,L,Maroon,Spring,2.9,Yes,2-Day Shipping,Yes,Yes,32.0,Credit Card,Every 3 Months,25.826981246218995,1497.9649122807018
737,738,47,Male,Sunglasses,Accessories,24.0,Nebraska,M,Teal,Spring,3.6,Yes,Store Pickup,Yes,Yes,28.0,PayPal,Annually,1.0,24.0
738,739,56,Male,Sunglasses,Accessories,31.0,Minnesota,L,Orange,Winter,3.5,Yes,2-Day Shipping,Yes,Yes,27.0,Venmo,Quarterly,25.826981246218995,800.6364186327888
739,740,64,Male,Shorts,Clothing,29.0,Minnesota,S,Purple,Summer,3.5,Yes,Free Shipping,Yes,Yes,26.0,Venmo,Bi-Weekly,25.826981246218995,748.9824561403509
740,741,26,Male,Jeans,Clothing,69.0,South Dakota,M,Orange,Summer,2.8,Yes,Next Day Air,Yes,Yes,22.0,Credit Card,Fortnightly,26.0,1794.0
741,742,22,Male,T-shirt,Clothing,79.0,West Virginia,XL,Yellow,Summer,4.7,Yes,Free Shipping,Yes,Yes,23.0,Bank Transfer,Every 3 Months,25.826981246218995,2040.3315184513006
742,743,64,Male,Pants,Clothing,39.0,Nevada,M,Charcoal,Summer,3.1,Yes,Express,Yes,Yes,21.0,Debit Card,Quarterly,25.826981246218995,1007.2522686025408
743,744,21,Male,Sunglasses,Accessories,84.0,North Carolina,L,Gray,Fall,4.9,Yes,Free Shipping,Yes,Yes,36.0,Cash,Weekly,52.0,4368.0
744,745,67,Male,Boots,Footwear,66.0,Illinois,S,Charcoal,Spring,4.1,Yes,Next Day Air,Yes,Yes,42.0,Debit Card,Bi-Weekly,25.826981246218995,1704.5807622504537
745,746,46,Male,T-shirt,Clothing,92.0,Michigan,L,Orange,Fall,4.7,Yes,Standard,Yes,Yes,4.0,Venmo,Monthly,25.826981246218995,2376.0822746521476
746,747,40,Male,Sandals,Footwear,45.0,Michigan,M,Red,Winter,2.5,Yes,Free Shipping,Yes,Yes,47.0,Credit Card,Annually,1.0,45.0
747,748,51,Male,Shorts,Clothing,74.0,Oklahoma,L,Gold,Spring,4.4,Yes,Next Day Air,Yes,Yes,13.0,Bank Transfer,Weekly,52.0,3848.0
748,749,35,Male,Hat,Accessories,39.0,South Dakota,L,Brown,Fall,3.9,Yes,Free Shipping,Yes,Yes,8.0,Bank Transfer,Quarterly,25.826981246218995,1007.2522686025408
749,750,56,Male,Scarf,Accessories,71.0,Oklahoma,M,Olive,Winter,3.7,Yes,Standard,Yes,Yes,11.0,Debit Card,Quarterly,25.826981246218995,1833.7156684815486
750,751,25,Male,T-shirt,Clothing,95.0,Maryland,L,Violet,Fall,3.4,Yes,Free Shipping,Yes,Yes,5.0,Venmo,Annually,1.0,95.0
751,752,65,Male,Gloves,Accessories,72.0,Ohio,L,Indigo,Fall,4.8,Yes,Free Shipping,Yes,Yes,1.0,Credit Card,Monthly,25.826981246218995,1859.5426497277676
752,753,39,Male,Scarf,Accessories,85.0,Ohio,L,Yellow,Fall,4.2,Yes,2-Day Shipping,Yes,Yes,17.0,PayPal,Every 3 Months,25.826981246218995,2195.2934059286144
753,754,47,Male,Boots,Footwear,54.0,Massachusetts,M,Teal,Fall,3.4,Yes,Store Pickup,Yes,Yes,27.0,Venmo,Quarterly,25.826981246218995,1394.6569872958257
754,755,36,Male,Gloves,Accessories,41.0,North Carolina,L,Pink,Spring,2.9,Yes,Store Pickup,Yes,Yes,3.0,Debit Card,Quarterly,25.826981246218995,1058.906231094979
755,756,66,Male,Coat,Outerwear,24.0,Florida,M,Violet,Spring,3.3,Yes,Free Shipping,Yes,Yes,22.0,PayPal,Weekly,52.0,1248.0
756,757,62,Male,Belt,Accessories,99.0,Montana,S,Orange,Summer,4.8,Yes,Standard,Yes,Yes,24.0,Cash,Fortnightly,26.0,2574.0
757,758,41,Male,Hoodie,Clothing,32.0,Minnesota,M,Red,Fall,3.8,Yes,Store Pickup,Yes,Yes,18.0,Debit Card,Quarterly,25.826981246218995,826.4633998790079
758,759,66,Male,Shoes,Footwear,71.0,Massachusetts,L,Peach,Summer,4.6,Yes,2-Day Shipping,Yes,Yes,39.0,Bank Transfer,Every 3 Months,25.826981246218995,1833.7156684815486
759,760,51,Male,Dress,Clothing,49.0,Rhode Island,XL,Green,Winter,2.6,Yes,Next Day Air,Yes,Yes,25.0,Credit Card,Fortnightly,26.0,1274.0
760,761,33,Male,Gloves,Accessories,50.0,Minnesota,XL,Violet,Fall,3.4,Yes,Free Shipping,Yes,Yes,6.0,Cash,Annually,1.0,50.0
761,762,57,Male,Jewelry,Accessories,91.0,Nevada,L,Yellow,Fall,4.2,Yes,Express,Yes,Yes,26.0,Bank Transfer,Weekly,52.0,4732.0
762,763,45,Male,Belt,Accessories,46.0,New Mexico,M,Pink,Fall,3.9,Yes,Standard,Yes,Yes,43.0,Debit Card,Fortnightly,26.0,1196.0
763,764,61,Male,Sweater,Clothing,50.0,North Carolina,M,Brown,Spring,2.9,Yes,2-Day Shipping,Yes,Yes,6.0,Credit Card,Monthly,25.826981246218995,1291.3490623109499
765,766,54,Male,Sneakers,Footwear,99.0,Alaska,M,Pink,Summer,3.0,Yes,Store Pickup,Yes,Yes,13.0,Cash,Quarterly,25.826981246218995,2556.8711433756807
766,767,57,Male,Gloves,Accessories,48.0,Nevada,M,Cyan,Winter,3.6,Yes,Next Day Air,Yes,Yes,13.0,PayPal,Monthly,25.826981246218995,1239.6950998185118
767,768,27,Male,Coat,Outerwear,77.0,Pennsylvania,M,Brown,Fall,2.5,Yes,Next Day Air,Yes,Yes,11.0,Cash,Annually,1.0,77.0
768,769,64,Male,Backpack,Accessories,95.0,Illinois,XL,Red,Spring,2.6,Yes,Express,Yes,Yes,45.0,Venmo,Weekly,52.0,4940.0
769,770,52,Male,Socks,Clothing,100.0,Delaware,M,Silver,Spring,4.3,Yes,Store Pickup,Yes,Yes,8.0,PayPal,Monthly,25.826981246218995,2582.6981246218998
770,771,19,Male,Sneakers,Footwear,54.0,Vermont,M,Gray,Spring,3.3,Yes,Express,Yes,Yes,8.0,Credit Card,Annually,1.0,54.0
771,772,22,Male,Sweater,Clothing,68.0,Hawaii,L,Cyan,Fall,2.6,Yes,Next Day Air,Yes,Yes,34.0,Bank Transfer,Fortnightly,26.0,1768.0
772,773,18,Male,Jeans,Clothing,22.0,Illinois,L,Teal,Fall,3.6,Yes,Free Shipping,Yes,Yes,40.0,Debit Card,Bi-Weekly,25.826981246218995,568.1935874168179
773,774,29,Male,Hat,Accessories,84.0,California,L,Indigo,Winter,2.6,Yes,Express,Yes,Yes,14.0,Debit Card,Bi-Weekly,25.826981246218995,2169.4664246823954
774,775,42,Male,Hat,Accessories,46.0,Nevada,M,Yellow,Summer,3.5,Yes,Standard,Yes,Yes,11.0,Credit Card,Quarterly,25.826981246218995,1188.0411373260738
775,776,49,Male,Handbag,Accessories,53.0,Kentucky,S,Gold,Winter,3.0,Yes,Store Pickup,Yes,Yes,8.0,PayPal,Monthly,25.826981246218995,1368.8300060496067
776,777,49,Male,Shirt,Clothing,60.0,Alabama,M,Maroon,Spring,5.0,Yes,Standard,Yes,Yes,8.0,Venmo,Every 3 Months,25.826981246218995,1549.6188747731396
777,778,55,Male,Socks,Clothing,32.0,Wyoming,XL,Silver,Spring,2.5,Yes,Express,Yes,Yes,37.0,Venmo,Weekly,52.0,1664.0
778,779,29,Male,Socks,Clothing,50.0,Massachusetts,M,Yellow,Summer,2.9,Yes,Store Pickup,Yes,Yes,23.0,Debit Card,Annually,1.0,50.0
779,780,60,Male,Dress,Clothing,94.0,Utah,M,Blue,Spring,4.6,Yes,Express,Yes,Yes,38.0,Cash,Annually,1.0,94.0
780,781,34,Male,Shoes,Footwear,26.0,New York,M,Turquoise,Spring,3.6,Yes,Free Shipping,Yes,Yes,38.0,Cash,Quarterly,25.826981246218995,671.5015124016938
781,782,30,Male,Scarf,Accessories,44.0,Vermont,L,Indigo,Winter,3.0,Yes,Store Pickup,Yes,Yes,12.0,Credit Card,Fortnightly,26.0,1144.0
782,783,28,Male,Hoodie,Clothing,57.0,Hawaii,M,Green,Summer,4.5,Yes,Standard,Yes,Yes,15.0,Cash,Weekly,52.0,2964.0
783,784,63,Male,T-shirt,Clothing,65.0,Louisiana,L,Purple,Winter,4.5,Yes,Next Day Air,Yes,Yes,38.0,PayPal,Fortnightly,26.0,1690.0
784,785,31,Male,Jeans,Clothing,72.0,Alabama,M,Peach,Winter,3.2,Yes,Store Pickup,Yes,Yes,41.0,Bank Transfer,Every 3 Months,25.826981246218995,1859.5426497277676
785,786,46,Male,Shorts,Clothing,62.0,Louisiana,S,Purple,Spring,4.0,Yes,Next Day Air,Yes,Yes,37.0,PayPal,Fortnightly,26.0,1612.0
786,787,70,Male,Hat,Accessories,21.0,Indiana,S,Teal,Winter,4.8,Yes,Express,Yes,Yes,16.0,Bank Transfer,Every 3 Months,25.826981246218995,542.3666061705989
787,788,53,Male,Handbag,Accessories,85.0,Michigan,S,Green,Spring,3.7,Yes,Free Shipping,Yes,Yes,25.0,Venmo,Weekly,52.0,4420.0
788,789,50,Male,Pants,Clothing,51.0,Rhode Island,XL,Yellow,Summer,3.8,Yes,Store Pickup,Yes,Yes,18.0,Bank Transfer,Quarterly,25.826981246218995,1317.1760435571687
789,790,33,Male,Handbag,Accessories,84.0,Idaho,S,Purple,Fall,2.7,Yes,Standard,Yes,Yes,4.0,Credit Card,Bi-Weekly,25.826981246218995,2169.4664246823954
790,791,22,Male,Sweater,Clothing,37.0,Louisiana,M,Indigo,Summer,4.9,Yes,Store Pickup,Yes,Yes,12.0,Bank Transfer,Quarterly,25.826981246218995,955.5983061101028
791,792,50,Male,Scarf,Accessories,44.0,North Carolina,S,Magenta,Summer,3.1,Yes,2-Day Shipping,Yes,Yes,35.0,PayPal,Fortnightly,26.0,1144.0
792,793,34,Male,Sneakers,Footwear,45.0,New Jersey,M,Violet,Spring,4.2,Yes,Next Day Air,Yes,Yes,45.0,Venmo,Weekly,52.0,2340.0
793,794,24,Male,Pants,Clothing,35.0,Alabama,L,Maroon,Summer,3.8,Yes,Free Shipping,Yes,Yes,16.0,Credit Card,Monthly,25.826981246218995,903.9443436176648
794,795,69,Male,Backpack,Accessories,50.0,Kentucky,XL,Yellow,Winter,4.2,Yes,Store Pickup,Yes,Yes,10.0,Debit Card,Fortnightly,26.0,1300.0
795,796,39,Male,Sandals,Footwear,26.0,New York,M,Beige,Summer,4.6,Yes,Store Pickup,Yes,Yes,34.0,Venmo,Annually,1.0,26.0
796,797,42,Male,Socks,Clothing,78.0,Arizona,XL,Black,Fall,4.0,Yes,2-Day Shipping,Yes,Yes,43.0,Credit Card,Annually,1.0,78.0
797,798,42,Male,Coat,Outerwear,82.0,Maryland,M,Violet,Fall,4.0,Yes,2-Day Shipping,Yes,Yes,38.0,Debit Card,Weekly,52.0,4264.0
798,799,29,Male,Socks,Clothing,39.0,Alaska,M,Violet,Spring,3.8,Yes,2-Day Shipping,Yes,Yes,48.0,PayPal,Every 3 Months,25.826981246218995,1007.2522686025408
799,800,55,Male,Belt,Accessories,55.0,Nevada,L,Brown,Summer,3.3,Yes,Free Shipping,Yes,Yes,31.0,PayPal,Annually,1.0,55.0
800,801,32,Male,Socks,Clothing,20.0,Utah,S,Gold,Summer,2.6,Yes,Free Shipping,Yes,Yes,20.0,Cash,Every 3 Months,25.826981246218995,516.53962492438
801,802,25,Male,Belt,Accessories,29.0,New Mexico,L,Blue,Fall,4.9,Yes,Express,Yes,Yes,12.0,Credit Card,Fortnightly,26.0,754.0
802,803,38,Male,Pants,Clothing,41.0,Delaware,M,Teal,Winter,3.5,Yes,Next Day Air,Yes,Yes,2.0,Bank Transfer,Weekly,52.0,2132.0
803,804,32,Male,Shorts,Clothing,38.0,Connecticut,L,Silver,Winter,2.8,Yes,Express,Yes,Yes,30.0,Venmo,Every 3 Months,25.826981246218995,981.4252873563219
804,805,43,Male,Boots,Footwear,47.0,Mississippi,M,Maroon,Summer,2.6,Yes,Store Pickup,Yes,Yes,28.0,Venmo,Quarterly,25.826981246218995,1213.8681185722928
805,806,41,Male,Dress,Clothing,30.0,Connecticut,L,White,Summer,3.7,Yes,Next Day Air,Yes,Yes,40.0,Debit Card,Monthly,25.826981246218995,774.8094373865698
806,807,56,Male,Jeans,Clothing,56.0,Florida,L,Charcoal,Summer,2.7,Yes,Standard,Yes,Yes,46.0,PayPal,Quarterly,25.826981246218995,1446.3109497882638
807,808,27,Male,T-shirt,Clothing,89.0,New York,S,Brown,Winter,3.3,Yes,Express,Yes,Yes,15.0,Credit Card,Weekly,52.0,4628.0
808,809,46,Male,Shoes,Footwear,96.0,Wisconsin,L,Lavender,Fall,4.6,Yes,Next Day Air,Yes,Yes,38.0,Cash,Every 3 Months,25.826981246218995,2479.3901996370237
809,810,48,Male,Boots,Footwear,81.0,South Carolina,M,Violet,Fall,4.9,Yes,Next Day Air,Yes,Yes,30.0,PayPal,Bi-Weekly,25.826981246218995,2091.985480943739
810,811,52,Male,Scarf,Accessories,83.0,South Dakota,S,Lavender,Fall,4.9,Yes,Store Pickup,Yes,Yes,32.0,Debit Card,Bi-Weekly,25.826981246218995,2143.6394434361764
811,812,18,Male,Sneakers,Footwear,35.0,Illinois,M,Green,Winter,2.7,Yes,Free Shipping,Yes,Yes,36.0,Venmo,Quarterly,25.826981246218995,903.9443436176648
812,813,64,Male,Boots,Footwear,56.0,Alaska,M,Olive,Summer,3.2,Yes,Standard,Yes,Yes,32.0,Credit Card,Weekly,52.0,2912.0
813,814,54,Male,Handbag,Accessories,45.0,Montana,S,Olive,Summer,2.9,Yes,Store Pickup,Yes,Yes,14.0,Debit Card,Annually,1.0,45.0
814,815,31,Male,Shirt,Clothing,62.0,Minnesota,M,Pink,Winter,3.8,Yes,Express,Yes,Yes,8.0,PayPal,Monthly,25.826981246218995,1601.2728372655777
815,816,30,Male,Hat,Accessories,84.0,West Virginia,L,Teal,Spring,3.0,Yes,Next Day Air,Yes,Yes,27.0,Venmo,Bi-Weekly,25.826981246218995,2169.4664246823954
816,817,26,Male,Sweater,Clothing,24.0,Illinois,L,Cyan,Summer,3.9,Yes,Store Pickup,Yes,Yes,24.0,Debit Card,Monthly,25.826981246218995,619.8475499092559
817,818,25,Male,Handbag,Accessories,21.0,Nevada,S,Gray,Spring,4.7,Yes,Store Pickup,Yes,Yes,30.0,PayPal,Fortnightly,26.0,546.0
818,819,59,Male,Shirt,Clothing,91.0,Idaho,M,Peach,Winter,4.9,Yes,Store Pickup,Yes,Yes,34.0,Debit Card,Monthly,25.826981246218995,2350.2552934059286
819,820,55,Male,Sunglasses,Accessories,36.0,Colorado,S,Teal,Winter,4.8,Yes,Next Day Air,Yes,Yes,28.0,Debit Card,Quarterly,25.826981246218995,929.7713248638838
820,821,56,Male,Sneakers,Footwear,39.0,Louisiana,M,Turquoise,Spring,2.5,Yes,2-Day Shipping,Yes,Yes,27.0,Debit Card,Monthly,25.826981246218995,1007.2522686025408
821,822,62,Male,Hoodie,Clothing,39.0,Vermont,M,Green,Spring,3.9,Yes,Standard,Yes,Yes,31.0,Credit Card,Bi-Weekly,25.826981246218995,1007.2522686025408
822,823,35,Male,Shirt,Clothing,59.0,Mississippi,L,Magenta,Winter,3.4,Yes,Standard,Yes,Yes,23.0,Bank Transfer,Annually,1.0,59.0
823,824,51,Male,Sunglasses,Accessories,27.0,Georgia,M,Green,Winter,2.5,Yes,Free Shipping,Yes,Yes,11.0,Credit Card,Quarterly,25.826981246218995,697.3284936479129
825,826,27,Male,Belt,Accessories,94.0,Nebraska,XL,Brown,Fall,3.6,Yes,Next Day Air,Yes,Yes,17.0,Cash,Monthly,25.826981246218995,2427.7362371445856
826,827,54,Male,Dress,Clothing,94.0,Massachusetts,M,Purple,Winter,3.6,Yes,Standard,Yes,Yes,36.0,PayPal,Weekly,52.0,4888.0
827,828,31,Male,Shoes,Footwear,51.0,Colorado,S,Green,Fall,4.1,Yes,Free Shipping,Yes,Yes,33.0,Bank Transfer,Fortnightly,26.0,1326.0
828,829,24,Male,Socks,Clothing,62.0,Nevada,M,Peach,Fall,3.7,Yes,2-Day Shipping,Yes,Yes,27.0,PayPal,Bi-Weekly,25.826981246218995,1601.2728372655777
829,830,42,Male,Socks,Clothing,57.0,Idaho,S,Silver,Spring,3.1,Yes,2-Day Shipping,Yes,Yes,14.0,Credit Card,Fortnightly,26.0,1482.0
830,831,41,Male,Shorts,Clothing,76.0,Wyoming,M,Maroon,Fall,4.2,Yes,Express,Yes,Yes,5.0,Credit Card,Annually,1.0,76.0
831,832,66,Male,Gloves,Accessories,63.0,Washington,M,Red,Summer,4.3,Yes,Express,Yes,Yes,47.0,Cash,Every 3 Months,25.826981246218995,1627.0998185117967
832,833,58,Male,Jacket,Outerwear,80.0,California,L,Blue,Fall,2.5,Yes,Express,Yes,Yes,28.0,Cash,Bi-Weekly,25.826981246218995,2066.15849969752
833,834,43,Male,Handbag,Accessories,68.0,Oklahoma,M,Purple,Fall,3.5,Yes,Standard,Yes,Yes,11.0,Credit Card,Annually,1.0,68.0
834,835,52,Male,Backpack,Accessories,89.0,Nevada,M,Indigo,Summer,3.1,Yes,Free Shipping,Yes,Yes,18.0,Credit Card,Weekly,52.0,4628.0
835,836,35,Male,Boots,Footwear,26.0,Maryland,L,Indigo,Summer,2.5,Yes,Next Day Air,Yes,Yes,21.0,Debit Card,Weekly,52.0,1352.0
836,837,23,Male,Gloves,Accessories,90.0,West Virginia,L,Violet,Winter,3.9,Yes,Store Pickup,Yes,Yes,22.0,Cash,Bi-Weekly,25.826981246218995,2324.4283121597095
837,838,25,Male,Hoodie,Clothing,28.0,Illinois,L,Brown,Spring,4.9,Yes,Express,Yes,Yes,33.0,Cash,Every 3 Months,25.826981246218995,723.1554748941319
838,839,33,Male,Coat,Outerwear,29.0,Kentucky,M,Gray,Spring,4.3,Yes,Express,Yes,Yes,49.0,Credit Card,Annually,1.0,29.0
839,840,48,Male,Shirt,Clothing,31.0,Illinois,L,Teal,Spring,2.6,Yes,Free Shipping,Yes,Yes,10.0,Debit Card,Every 3 Months,25.826981246218995,800.6364186327888
840,841,42,Male,Shirt,Clothing,24.0,Alabama,L,Teal,Summer,4.2,Yes,2-Day Shipping,Yes,Yes,18.0,PayPal,Weekly,52.0,1248.0
841,842,55,Male,Sweater,Clothing,88.0,Texas,M,Beige,Summer,2.6,Yes,Store Pickup,Yes,Yes,28.0,PayPal,Fortnightly,26.0,2288.0
842,843,59,Male,Shirt,Clothing,87.0,Missouri,M,Violet,Spring,3.6,Yes,Express,Yes,Yes,25.0,PayPal,Weekly,52.0,4524.0
843,844,65,Male,Hoodie,Clothing,80.0,Pennsylvania,S,Beige,Summer,3.2,Yes,Express,Yes,Yes,6.0,PayPal,Weekly,52.0,4160.0
844,845,59,Male,Sandals,Footwear,48.0,Missouri,L,Purple,Winter,4.4,Yes,Express,Yes,Yes,44.0,Venmo,Bi-Weekly,25.826981246218995,1239.6950998185118
845,846,31,Male,Belt,Accessories,21.0,Michigan,XL,Charcoal,Winter,3.7,Yes,Standard,Yes,Yes,30.0,Venmo,Monthly,25.826981246218995,542.3666061705989
846,847,49,Male,Boots,Footwear,72.0,Kentucky,M,Pink,Spring,3.7,Yes,Express,Yes,Yes,42.0,Debit Card,Quarterly,25.826981246218995,1859.5426497277676
847,848,53,Male,Hoodie,Clothing,44.0,New Jersey,L,Blue,Fall,4.1,Yes,Standard,Yes,Yes,30.0,PayPal,Monthly,25.826981246218995,1136.3871748336358
848,849,48,Male,Sandals,Footwear,73.0,Delaware,M,Lavender,Fall,3.6,Yes,Store Pickup,Yes,Yes,33.0,Credit Card,Bi-Weekly,25.826981246218995,1885.3696309739867
849,850,23,Male,Jeans,Clothing,61.0,Missouri,S,Charcoal,Spring,4.3,Yes,Express,Yes,Yes,24.0,PayPal,Quarterly,25.826981246218995,1575.4458560193586
850,851,68,Male,Shoes,Footwear,20.0,Connecticut,L,Turquoise,Winter,2.6,Yes,Store Pickup,Yes,Yes,13.0,Venmo,Monthly,25.826981246218995,516.53962492438
851,852,35,Male,Sandals,Footwear,86.0,Massachusetts,M,Red,Summer,2.9,Yes,Express,Yes,Yes,19.0,Debit Card,Monthly,25.826981246218995,2221.1203871748335
852,853,34,Male,Dress,Clothing,60.0,Florida,L,Yellow,Spring,4.2,Yes,Next Day Air,Yes,Yes,23.0,Debit Card,Every 3 Months,25.826981246218995,1549.6188747731396
853,854,62,Male,Hat,Accessories,43.0,Delaware,L,Orange,Winter,4.0,Yes,Free Shipping,Yes,Yes,35.0,Cash,Monthly,25.826981246218995,1110.5601935874167
854,855,21,Male,Pants,Clothing,44.0,California,L,Blue,Spring,4.3,Yes,Free Shipping,Yes,Yes,22.0,Venmo,Monthly,25.826981246218995,1136.3871748336358
855,856,70,Male,Socks,Clothing,76.0,Oregon,L,Gold,Spring,3.0,Yes,2-Day Shipping,Yes,Yes,14.0,Credit Card,Quarterly,25.826981246218995,1962.8505747126437
